ID_emp,Name,last_name,birth_date,Gender,area,salary,start_date,finish_date,promotion_date,type,fecha,hora,age
95-4761895,Zia,Brosoli,1992-10-08,male,Sales,173400,2014-10-10,NULL,,Remote,NULL,NULL,31
95-4827679,Ermanno,Czajka,1972-07-20,male,Engineering,146196,2017-08-01,NULL,,Remote,NULL,NULL,51
95-4867334,Merrie,Coveley,1968-11-14,female,"Product Management",71010,2019-07-07,NULL,,Remote,NULL,NULL,55
95-4878619,Armin,Ashbolt,1972-02-01,female,Accounting,84735,2006-12-20,NULL,,Remote,NULL,NULL,51
95-4904252,Conny,Daudray,1993-04-07,female,Engineering,174920,2017-08-15,NULL,,Hybrid,NULL,NULL,30
95-4947315,Jermain,Hatchard,1989-01-22,male,Engineering,184797,2011-03-17,"2018-08-01 22:41:47",,Remote,2018-08-01,22:41:47,34
95-4951025,Aggie,Creenan,1984-07-04,female,Sales,118934,2009-08-22,NULL,,Hybrid,NULL,NULL,39
95-4953836,Darsie,Duddin,1981-06-13,male,Training,115045,2010-11-02,NULL,,Hybrid,NULL,NULL,42
95-5037912,Kliment,Beisley,1970-05-17,male,Engineering,184020,2001-08-25,NULL,,Hybrid,NULL,NULL,53
95-5077093,Yul,Tuson,1977-05-18,male,"Human Resources",124158,2019-05-27,NULL,,Hybrid,NULL,NULL,46
95-5257733,Osmund,Scrivener,1980-06-19,male,Sales,124549,2000-11-04,NULL,,Remote,NULL,NULL,43
95-5259906,Patrizia,Donner,1990-02-19,male,"Human Resources",69464,2002-02-25,NULL,,Hybrid,NULL,NULL,33
95-5264720,Fallon,Harnott,2000-09-02,male,Accounting,140214,2005-07-26,"2026-03-29 20:37:19",,Hybrid,2026-03-29,20:37:19,23
95-5295991,Silvano,Wallentin,1993-10-31,male,"Business Development",79866,2019-10-09,NULL,,Remote,NULL,NULL,30
95-5319896,Tallie,Osband,1995-03-19,male,Engineering,121398,2002-03-01,"2020-04-28 00:55:04",,Remote,2020-04-28,00:55:04,28
95-5401328,Lorrie,Haxell,2001-02-08,male,Services,158862,2008-09-26,NULL,,Hybrid,NULL,NULL,22
95-5437639,Gertrudis,Olver,1995-03-24,female,"Human Resources",109678,2000-12-22,NULL,,Remote,NULL,NULL,28
95-5499791,Aurora,Motion,1985-01-16,female,"Human Resources",120842,2005-07-23,NULL,,Hybrid,NULL,NULL,38
95-5601454,Shayna,Fallen,1978-09-20,female,Accounting,172739,2010-05-11,NULL,,Hybrid,NULL,NULL,45
95-5639952,Garvy,Canceller,1966-05-30,male,"Human Resources",75417,2018-09-02,NULL,,Hybrid,NULL,NULL,57
95-5701132,Cordy,Tolemache,2001-07-29,male,Sales,130872,2010-02-09,NULL,,Hybrid,NULL,NULL,22
95-5718940,Charleen,Kelston,1967-11-28,male,Engineering,171677,2000-10-19,NULL,,Remote,NULL,NULL,56
95-5729700,Whitney,Amburgy,1976-08-25,female,Services,145883,2005-06-25,NULL,,Hybrid,NULL,NULL,47
95-5741771,Dewain,MacAne,1983-01-30,female,Engineering,171107,2011-07-14,NULL,,Remote,NULL,NULL,40
95-5771568,Ginevra,Eykelhof,1992-05-20,male,Support,170847,2003-08-07,NULL,,Remote,NULL,NULL,31
95-5895976,Zach,Pull,1980-12-05,female,"Business Development",148919,2019-09-17,"2031-12-25 04:30:42",,Hybrid,2031-12-25,04:30:42,42
95-6075855,Wenona,Tertre,1967-12-19,male,Support,128702,2015-09-19,NULL,,Hybrid,NULL,NULL,55
95-6086255,Sibilla,Castillon,1989-04-27,female,Sales,103708,2005-09-01,"2018-04-02 23:08:00",,Hybrid,2018-04-02,23:08:00,34
95-6112685,Albrecht,Trusse,1967-11-15,female,Engineering,153774,2001-05-03,NULL,,Remote,NULL,NULL,56
95-6133316,Claiborn,Shailer,1996-09-08,male,Accounting,132035,2002-06-15,NULL,,Hybrid,NULL,NULL,27
95-6178456,Arlena,Restorick,2000-12-16,female,Engineering,118956,2009-03-31,NULL,,Remote,NULL,NULL,22
95-6199329,Dom,Yegorkin,1978-03-31,female,Training,75901,2017-06-20,NULL,,Remote,NULL,NULL,45
95-6210940,Richart,Tissell,1988-07-09,female,Engineering,75950,2012-11-29,NULL,,Hybrid,NULL,NULL,35
95-6219195,Delaney,Eakly,1967-08-12,male,"Human Resources",124186,2009-03-01,NULL,,Remote,NULL,NULL,56
95-6221349,Diahann,Livesley,2000-12-12,male,"Research and Development",104827,2014-03-19,NULL,,Hybrid,NULL,NULL,22
95-6308694,Whittaker,Gecke,1975-04-27,female,Services,161820,2009-07-07,"2023-10-14 10:45:28",,Hybrid,2023-10-14,10:45:28,48
95-6312591,Rockie,Whitmell,1965-11-16,female,Engineering,95999,2018-02-16,"2023-11-17 23:11:20",,Remote,2023-11-17,23:11:20,58
95-6332864,Lesley,Carloni,1982-06-30,female,Accounting,168267,2016-01-05,NULL,,Remote,NULL,NULL,41
95-6356058,Sophi,Gauntlett,1997-09-23,female,Accounting,159981,2019-03-05,NULL,,Remote,NULL,NULL,26
95-6409590,Tabby,Duckers,1968-05-09,male,Accounting,71846,2015-07-23,NULL,,Remote,NULL,NULL,55
95-6410492,Claudius,Carletti,1989-02-02,male,Engineering,174596,2017-12-14,NULL,,Remote,NULL,NULL,34
95-6442915,Vanya,Prichard,1992-03-11,male,Engineering,66379,2008-12-28,NULL,,Remote,NULL,NULL,31
95-6466857,Rocky,Tregona,1987-11-03,female,Engineering,137635,2004-01-25,NULL,,Hybrid,NULL,NULL,36
95-6487551,Fletcher,Rainville,1980-07-08,male,Engineering,75400,2020-09-02,NULL,,Hybrid,NULL,NULL,43
95-6498106,Donica,"De Witt",1986-07-19,female,"Human Resources",157372,2013-05-17,NULL,,Remote,NULL,NULL,37
95-6532370,Patsy,Scotchmur,1975-01-27,male,Services,127797,2011-06-21,NULL,,Remote,NULL,NULL,48
95-6565014,Wenonah,Gillooly,1987-07-13,female,Support,104139,2016-02-28,"2030-11-12 19:40:00",,Remote,2030-11-12,19:40:00,36
95-6656558,Alejandrina,Yu,1982-06-26,male,"Business Development",73899,2008-09-18,NULL,,Remote,NULL,NULL,41
95-6668287,Cesya,Derkes,1983-07-28,male,Support,90351,2015-03-25,NULL,,Remote,NULL,NULL,40
95-6764261,Clayborne,Cock,1971-05-19,female,Engineering,100334,2005-05-21,NULL,,Remote,NULL,NULL,52
95-6885833,Jerald,McKeller,1991-10-20,male,Marketing,65689,2020-08-05,NULL,,Remote,NULL,NULL,32
95-6902853,Bradly,Frape,1991-12-20,male,Engineering,147403,2017-01-31,NULL,,Hybrid,NULL,NULL,31
95-6919363,Arielle,Easum,2001-10-31,female,Training,80136,2004-08-16,"2007-01-04 07:28:25",,Hybrid,2007-01-04,07:28:25,22
95-6931261,Alden,Breslane,2001-12-16,female,"Product Management",183854,2000-12-02,NULL,,Hybrid,NULL,NULL,21
95-6962864,Colleen,Packham,1978-10-26,male,"Research and Development",182074,2015-06-12,NULL,,Remote,NULL,NULL,45
95-7049023,Faunie,Earle,1979-09-05,female,Engineering,78634,2002-11-10,NULL,,Hybrid,NULL,NULL,44
95-7068131,Fifine,Wyche,1997-02-14,male,Accounting,145307,2016-04-02,NULL,,Hybrid,NULL,NULL,26
95-7137496,Delmar,Bullard,1993-10-13,male,Accounting,181067,2018-07-01,NULL,,Hybrid,NULL,NULL,30
95-7249287,Rhea,Bethell,1987-11-11,female,Engineering,76862,2005-06-16,NULL,,Hybrid,NULL,NULL,36
95-7317693,Teodorico,Habble,1990-04-07,female,Engineering,69006,2019-11-17,NULL,,Remote,NULL,NULL,33
95-7325190,Michele,Elstob,1985-12-17,female,Services,167047,2019-10-18,NULL,,Remote,NULL,NULL,37
95-7368987,Kristin,Treat,1970-06-12,female,Engineering,181985,2007-12-20,NULL,,Hybrid,NULL,NULL,53
95-7387964,Ninnetta,Giggs,1974-04-16,female,Engineering,109892,2013-09-22,NULL,,Remote,NULL,NULL,49
95-7396519,Riordan,Murfill,1967-03-24,male,Engineering,148219,2003-08-25,NULL,,Remote,NULL,NULL,56
95-7424735,Paige,Garr,1999-01-31,female,Accounting,92129,2015-08-07,NULL,,Remote,NULL,NULL,24
95-7459626,Micky,Langstaff,1974-05-27,female,Sales,133551,2004-06-10,"2022-10-03 19:02:32",,Remote,2022-10-03,19:02:32,49
95-7490803,Alec,Clacey,1970-08-22,female,Engineering,90712,2012-03-15,"2024-12-02 19:14:49",,Remote,2024-12-02,19:14:49,53
95-7514001,Lorenza,Rossander,1979-08-08,male,Engineering,82874,2020-05-27,NULL,,Hybrid,NULL,NULL,44
95-7625523,Estel,Cleife,1984-09-29,male,Engineering,113658,2014-05-31,NULL,,Hybrid,NULL,NULL,39
95-7665383,Des,Gallamore,1979-02-09,female,"Research and Development",80999,2020-02-27,"2038-08-06 14:35:44",,Hybrid,2038-08-06,14:35:44,44
95-7704908,Boone,Woolard,1982-01-07,male,Marketing,157407,2015-05-07,NULL,,Remote,NULL,NULL,41
95-7734318,Alina,Paullin,1969-12-31,female,Accounting,72008,2018-01-16,NULL,,Hybrid,NULL,NULL,53
95-7802752,Roderich,Santarelli,1977-02-19,male,Sales,167582,2009-05-26,NULL,,Remote,NULL,NULL,46
95-7849812,Ignacius,Worssam,1999-09-10,female,Engineering,102020,2014-02-02,NULL,,Hybrid,NULL,NULL,24
95-7860618,Ole,Kelsow,1975-10-02,female,Engineering,175889,2009-02-24,NULL,,Remote,NULL,NULL,48
95-7953747,Lemar,Royan,1981-05-18,male,Services,179368,2005-06-03,NULL,,Hybrid,NULL,NULL,42
95-7982236,Glad,Jaskowicz,1975-06-05,female,Sales,80606,2008-09-03,"2022-01-07 00:59:46",,Remote,2022-01-07,00:59:46,48
95-8007084,Liane,Shill,1997-04-14,female,Training,67981,2019-04-10,"2028-06-14 03:37:53",,Remote,2028-06-14,03:37:53,26
95-8018392,Bonnibelle,Catmull,1982-03-07,female,Engineering,152009,2018-07-17,NULL,,Hybrid,NULL,NULL,41
95-8061597,Enid,Ludye,1987-03-30,female,Accounting,108079,2009-02-18,NULL,,Hybrid,NULL,NULL,36
95-8070758,Dud,Dearn,1996-01-17,male,Accounting,104228,2002-01-11,NULL,,Hybrid,NULL,NULL,27
95-8135237,Clarence,Neilands,1970-12-20,female,Sales,139059,2005-04-11,NULL,,Hybrid,NULL,NULL,52
95-8137026,Lemmy,Petworth,1966-01-22,male,Support,121683,2004-12-20,NULL,,Hybrid,NULL,NULL,57
95-8139557,Devin,Jantzen,1977-10-02,female,"Research and Development",98577,2018-03-05,NULL,,Hybrid,NULL,NULL,46
95-8156357,Red,Dwyer,1999-06-22,male,Sales,146652,2016-05-29,NULL,,Remote,NULL,NULL,24
95-8158685,Hieronymus,Rohlf,1996-03-30,male,"Business Development",118664,2015-11-12,NULL,,Remote,NULL,NULL,27
95-8233741,Dominique,Ginnelly,1995-03-20,male,"Human Resources",146773,2002-03-01,NULL,,Hybrid,NULL,NULL,28
95-8254423,Amalea,Bartolomeu,1972-02-26,female,Engineering,84269,2007-04-29,NULL,,Remote,NULL,NULL,51
95-8268104,Auberta,Boullin,1992-04-08,female,Engineering,83673,2010-05-03,NULL,,Hybrid,NULL,NULL,31
95-8270333,Selina,Houlahan,2001-01-23,male,Training,175983,2020-08-11,"2022-04-14 16:18:02",,Hybrid,2022-04-14,16:18:02,22
95-8335727,Benita,Meneghi,1992-06-27,female,"Product Management",178782,2010-10-06,NULL,,Hybrid,NULL,NULL,31
95-8343522,Roxy,McCaig,1999-04-19,male,Services,141366,2020-05-14,"2029-09-12 05:52:43",,Hybrid,2029-09-12,05:52:43,24
95-8484732,Ado,Entres,1971-08-11,female,"Business Development",82289,2012-12-20,NULL,,Hybrid,NULL,NULL,52
95-8524888,Klarika,Cutford,1983-04-03,male,Engineering,83844,2012-01-07,"2022-02-05 17:27:05",,Hybrid,2022-02-05,17:27:05,40
95-8543028,Fons,Coase,1981-07-24,male,Support,171987,2017-06-03,NULL,,Remote,NULL,NULL,42
95-8568976,Eleonore,Ghidoli,1990-03-30,male,"Human Resources",169085,2005-02-16,"2021-05-26 19:07:00",,Hybrid,2021-05-26,19:07:00,33
95-8619560,Beauregard,Bransden,1992-07-24,male,Engineering,176097,2002-02-18,NULL,,Hybrid,NULL,NULL,31
95-8668285,Bord,Suscens,1973-06-16,male,Engineering,122436,2011-07-12,NULL,,Remote,NULL,NULL,50
95-8774989,Adrianne,Ganter,1972-04-01,male,Accounting,131335,2008-07-18,NULL,,Hybrid,NULL,NULL,51
95-8807671,Wileen,Storcke,1972-12-11,female,Services,100662,2015-06-03,"2029-12-18 05:26:00",,Hybrid,2029-12-18,05:26:00,50
95-8811756,Cynthia,Ungerer,1973-12-29,female,"Business Development",184193,2003-03-09,NULL,,Remote,NULL,NULL,49
95-8848935,Lilyan,Jorger,2000-03-11,male,Accounting,111750,2015-08-10,NULL,,Hybrid,NULL,NULL,23
95-8869240,Denny,Geraudel,1990-03-12,female,Support,65397,2019-11-20,NULL,,Hybrid,NULL,NULL,33
95-8907815,Arline,Coverly,1984-02-05,male,Sales,157124,2009-09-01,NULL,,Hybrid,NULL,NULL,39
95-8921400,Merridie,Weson,1967-06-09,female,Accounting,113158,2005-12-01,NULL,,Remote,NULL,NULL,56
95-8939750,Giffie,Izat,1985-07-01,female,Accounting,172767,2012-03-11,NULL,,Hybrid,NULL,NULL,38
95-8948352,Aeriel,Davinet,1995-10-22,male,Accounting,78061,2018-12-05,NULL,,Remote,NULL,NULL,28
95-9020490,Valaria,Jepson,1970-03-22,male,Accounting,113449,2015-01-02,NULL,,Hybrid,NULL,NULL,53
95-9023451,Corette,Decort,1982-09-22,male,"Human Resources",176269,2012-04-15,NULL,,Remote,NULL,NULL,41
95-9034088,Way,Kinavan,1971-08-24,male,Engineering,169415,2010-04-16,NULL,,Remote,NULL,NULL,52
95-9059189,Rochester,Hunton,1980-06-18,female,Services,130800,2002-12-18,NULL,,Hybrid,NULL,NULL,43
95-9122225,Ronni,Randleson,1995-12-08,female,Sales,87154,2003-02-08,NULL,,Hybrid,NULL,NULL,27
95-9146392,Granger,Vairow,1989-11-22,female,"Human Resources",147237,2002-05-17,NULL,,Hybrid,NULL,NULL,34
95-9300175,Cristin,Pawels,1987-02-01,male,Training,75436,2003-06-20,"2007-09-02 22:18:05",,Remote,2007-09-02,22:18:05,36
95-9368931,Papageno,Kures,1996-09-06,male,Support,73463,2010-11-02,NULL,,Remote,NULL,NULL,27
95-9375684,Katuscha,Carnilian,1985-01-11,female,Engineering,151985,2006-02-19,NULL,,Hybrid,NULL,NULL,38
95-9409532,Tamar,Verick,1985-02-08,male,"Human Resources",136357,2020-01-23,NULL,,Hybrid,NULL,NULL,38
95-9419718,Barnabe,Voden,1985-12-27,female,Engineering,107774,2017-11-28,NULL,,Hybrid,NULL,NULL,37
95-9442332,Klemens,Deppen,1968-02-16,male,Support,155613,2016-10-06,NULL,,Hybrid,NULL,NULL,55
95-9449930,Clare,"De Mitri",1977-07-16,male,Engineering,163202,2009-05-07,NULL,,Remote,NULL,NULL,46
95-9510861,Joyce,Doddemeede,1988-07-25,female,Services,154028,2008-03-16,NULL,,Remote,NULL,NULL,35
95-9576678,Dasha,Lacaze,1971-01-17,male,Engineering,118273,2013-03-22,NULL,,Hybrid,NULL,NULL,52
95-9618015,Ariel,MacAlpine,1980-11-02,female,Sales,164116,2008-12-28,NULL,,Hybrid,NULL,NULL,43
95-9645755,Inge,Ponten,1985-10-17,female,Accounting,127599,2007-07-07,"2014-11-14 08:20:24",,Hybrid,2014-11-14,08:20:24,38
95-9648788,Sybil,Harkus,1995-10-20,male,"Research and Development",170801,2000-11-26,NULL,,Hybrid,NULL,NULL,28
95-9663353,Grace,Skowcraft,1992-02-26,male,Support,136828,2009-08-07,NULL,,Hybrid,NULL,NULL,31
95-9709998,Sioux,Horick,1968-03-28,female,Engineering,92308,2008-04-30,"2020-07-24 17:57:47",,Hybrid,2020-07-24,17:57:47,55
95-9719650,Beaufort,Ghiriardelli,1981-06-20,female,"Business Development",117585,2004-12-04,NULL,,Hybrid,NULL,NULL,42
95-9753384,Bellanca,Shelf,1998-11-20,female,"Business Development",147941,2010-11-27,NULL,,Remote,NULL,NULL,25
95-9763825,Ira,Holby,1976-06-16,female,Accounting,75973,2014-08-30,"2019-10-06 14:26:50",,Hybrid,2019-10-06,14:26:50,47
95-9778183,Pietra,Fiddeman,1988-02-18,female,Services,178116,2017-11-19,NULL,,Hybrid,NULL,NULL,35
95-9846705,Sayers,Esson,2000-06-08,female,Training,163693,2015-05-30,"2028-05-28 05:39:32",,Hybrid,2028-05-28,05:39:32,23
95-9928879,Dacie,Edworthy,1967-05-02,male,Accounting,79373,2009-06-10,NULL,,Remote,NULL,NULL,56
95-9950090,Chiquia,Emps,1978-06-17,male,Accounting,124305,2006-06-14,"2027-06-09 16:17:52",,Remote,2027-06-09,16:17:52,45
95-9985991,Trent,Runnett,1973-04-26,male,Services,68203,2007-04-16,NULL,,Remote,NULL,NULL,50
96-0126137,Myrvyn,Dun,1969-10-17,female,"Product Management",184826,2003-06-08,NULL,,Remote,NULL,NULL,54
96-0164080,Burke,Birtwistle,1994-12-10,male,"Human Resources",151531,2019-08-02,NULL,,Remote,NULL,NULL,28
96-0178493,Grace,Cakebread,1988-05-29,female,Accounting,89752,2017-12-13,NULL,,Remote,NULL,NULL,35
96-0211549,Alex,Dewhirst,1966-01-08,female,"Research and Development",115198,2012-03-31,NULL,,Hybrid,NULL,NULL,57
96-0242768,Vanda,Smartman,1990-10-09,male,Engineering,94031,2009-10-04,NULL,,Remote,NULL,NULL,33
96-0311644,Silvester,Blackall,1990-11-20,male,Services,136428,2012-06-11,NULL,,Remote,NULL,NULL,33
96-0377959,Jourdain,Gommey,1995-02-20,male,Engineering,166075,2004-06-26,NULL,,Remote,NULL,NULL,28
96-0410555,Kelcey,Graeme,1983-09-07,female,Engineering,68764,2009-02-08,NULL,,Remote,NULL,NULL,40
96-0467234,Marta,Nagle,1974-02-06,female,Legal,104948,2019-01-26,NULL,,Remote,NULL,NULL,49
96-0495417,Ganny,Pybworth,1970-08-28,male,Engineering,119137,2013-08-06,"2016-12-05 12:13:08",,Remote,2016-12-05,12:13:08,53
96-0543058,Perrine,Longstaff,1970-05-13,female,Engineering,112118,2013-03-29,NULL,,Hybrid,NULL,NULL,53
96-0550171,Vladimir,Beinisch,1979-01-11,female,Training,89643,2018-11-03,NULL,,Hybrid,NULL,NULL,44
96-0648042,Timofei,Hortop,1973-10-25,female,Sales,131885,2015-03-22,NULL,,Remote,NULL,NULL,50
96-0648524,Alejandrina,Alpes,2001-11-15,male,Marketing,116678,2002-01-23,NULL,,Hybrid,NULL,NULL,22
96-0666699,Violetta,Aronoff,1999-02-22,male,Accounting,137412,2006-02-07,NULL,,Hybrid,NULL,NULL,24
96-0674815,Skipton,Ockendon,1973-09-22,female,Training,151230,2009-06-22,NULL,,Remote,NULL,NULL,50
96-0712263,Ruthe,Greenmon,1988-03-15,male,Services,155735,2010-06-29,NULL,,Remote,NULL,NULL,35
96-0733174,Latia,MacGragh,1992-12-14,male,"Product Management",148187,2009-05-16,NULL,,Remote,NULL,NULL,30
96-0782390,Jacintha,Rimbault,1981-06-26,female,Sales,81383,2019-06-06,NULL,,Remote,NULL,NULL,42
96-0827624,Philbert,Barclay,1969-12-03,male,"Product Management",122790,2008-10-05,NULL,,Remote,NULL,NULL,54
96-0901206,Woody,Lemm,1985-04-29,female,Engineering,111758,2013-06-14,NULL,,Remote,NULL,NULL,38
96-0944234,Trueman,Gallego,1990-12-01,female,Services,136135,2010-06-25,NULL,,Hybrid,NULL,NULL,33
96-0971268,Codie,Faire,1999-04-19,male,Sales,136930,2009-10-21,NULL,,Hybrid,NULL,NULL,24
96-1156732,Karlee,Aksell,1992-02-25,female,"Product Management",135178,2009-09-06,"2014-05-26 03:15:45",,Remote,2014-05-26,03:15:45,31
96-1166359,Ambrosi,Castledine,1969-01-30,female,Training,144509,2008-02-08,NULL,,Hybrid,NULL,NULL,54
96-1166809,Rayna,Himsworth,1995-09-28,female,Engineering,175738,2008-01-15,NULL,,Remote,NULL,NULL,28
96-1174133,Cody,Heindle,1997-06-10,male,Engineering,163893,2016-09-22,NULL,,Hybrid,NULL,NULL,26
96-1296875,Clo,Diwell,1971-01-04,female,"Research and Development",77519,2020-02-20,NULL,,Remote,NULL,NULL,52
96-1313727,Joli,Blaver,1988-04-17,male,Legal,137961,2012-07-16,NULL,,Hybrid,NULL,NULL,35
96-1433794,Rolfe,Locarno,1969-05-01,male,Engineering,67508,2014-06-10,"2033-02-22 00:53:58",,Hybrid,2033-02-22,00:53:58,54
96-1445517,Filippo,Bletsoe,2001-03-16,female,Engineering,105761,2014-10-20,NULL,,Hybrid,NULL,NULL,22
96-1449387,Leonanie,Marginson,1978-10-27,male,Sales,143644,2008-10-15,"2021-12-21 18:03:06",,Hybrid,2021-12-21,18:03:06,45
96-1471761,Calley,Gianettini,1991-12-25,female,"Product Management",135773,2015-05-01,"2023-10-26 20:55:28",,Remote,2023-10-26,20:55:28,31
96-1487447,Erasmus,Clothier,1997-11-25,male,Engineering,71284,2005-12-25,NULL,,Remote,NULL,NULL,26
96-1569114,Art,Cowlishaw,1994-01-05,male,Sales,77920,2018-10-03,"2021-10-30 20:21:50",,Hybrid,2021-10-30,20:21:50,29
96-1590380,Giffard,Zoppie,1989-10-27,female,Training,114954,2010-02-21,NULL,,Remote,NULL,NULL,34
96-1597626,Laverna,Channer,1995-09-20,female,Accounting,162801,2003-12-22,NULL,,Remote,NULL,NULL,28
96-1607310,Wynn,Schuck,1968-04-03,female,Engineering,168944,2014-04-25,NULL,,Remote,NULL,NULL,55
96-1616446,Bartie,Ricketts,1985-09-06,female,Engineering,126205,2001-06-09,NULL,,Remote,NULL,NULL,38
96-1696689,Maude,Harms,2002-05-16,male,Training,177682,2006-08-26,NULL,,Remote,NULL,NULL,21
96-1703888,Stevena,Adriaens,1999-06-14,male,Engineering,173868,2019-09-01,NULL,,Remote,NULL,NULL,24
96-1784510,Gayle,Shelliday,1974-05-28,female,Sales,155560,2016-03-22,NULL,,Hybrid,NULL,NULL,49
96-1792554,Patrick,Douris,1999-11-03,female,Sales,91785,2011-03-05,NULL,,Hybrid,NULL,NULL,24
96-1856245,Marion,Hattigan,1971-05-04,female,"Research and Development",154399,2005-06-01,NULL,,Hybrid,NULL,NULL,52
96-1916948,Peggie,Gencke,1996-12-28,male,Engineering,73897,2000-11-05,"2018-03-30 08:03:43",,Hybrid,2018-03-30,08:03:43,26
96-1956882,Darleen,South,1996-02-08,male,"Business Development",137325,2014-10-20,NULL,,Remote,NULL,NULL,27
96-1996503,Ursuline,Cuffe,1973-10-16,male,Legal,72033,2017-06-20,NULL,,Remote,NULL,NULL,50
96-2019669,Olenolin,Halfacre,1975-12-18,male,"Research and Development",90360,2009-09-13,NULL,,Remote,NULL,NULL,47
96-2022130,Parke,Noddings,2000-05-30,male,"Research and Development",184447,2004-08-25,"2007-10-03 14:33:08",,Hybrid,2007-10-03,14:33:08,23
96-2037714,Peterus,Gensavage,1993-02-07,male,Training,94020,2015-11-15,NULL,,Remote,NULL,NULL,30
96-2051735,Saree,McKenna,1992-09-25,female,Engineering,97162,2014-03-11,NULL,,Remote,NULL,NULL,31
96-2069052,Kalila,Thurlow,1994-07-18,male,Services,133938,2002-09-07,NULL,,Hybrid,NULL,NULL,29
96-2141180,Bobby,Christy,1986-03-08,male,Accounting,66688,2012-12-02,NULL,,Hybrid,NULL,NULL,37
96-2215857,Judas,Brayson,1999-03-05,female,"Business Development",112950,2010-02-23,NULL,,Remote,NULL,NULL,24
96-2217474,Norah,Cowdray,1965-11-09,female,Engineering,181683,2007-02-02,"2015-03-09 15:52:53",,Remote,2015-03-09,15:52:53,58
96-2363464,Hakim,Jelks,1976-04-15,male,"Research and Development",107444,2006-06-15,NULL,,Remote,NULL,NULL,47
96-2401546,Glynda,Saice,1967-04-04,male,Sales,133727,2003-01-02,"2016-02-14 11:58:02",,Hybrid,2016-02-14,11:58:02,56
96-2424958,Haleigh,Hatfield,1981-03-21,male,Training,85246,2017-09-06,NULL,,Hybrid,NULL,NULL,42
96-2502132,Debee,Artz,1990-05-18,female,Sales,168266,2002-05-12,NULL,,Remote,NULL,NULL,33
96-2503611,Carmel,Procter,1994-12-01,male,"Research and Development",94892,2010-08-26,NULL,,Remote,NULL,NULL,29
96-2544699,Huntington,Mercer,1986-10-08,male,Marketing,155555,2017-11-18,NULL,,Hybrid,NULL,NULL,37
96-2561406,Catha,Spivie,1979-03-24,male,Sales,145138,2001-09-09,"2021-03-06 02:57:08",,Remote,2021-03-06,02:57:08,44
96-2605746,Orren,Halbard,1996-04-29,male,Training,118806,2003-01-01,NULL,,Hybrid,NULL,NULL,27
96-2717769,Cass,Ulrik,1991-07-28,male,Services,112358,2006-02-09,NULL,,Remote,NULL,NULL,32
96-2841426,Ced,Siaspinski,1966-06-11,male,Engineering,74057,2004-06-01,NULL,,Remote,NULL,NULL,57
96-2878688,Torrey,Synnot,1992-08-12,male,Training,72618,2011-01-18,NULL,,Hybrid,NULL,NULL,31
96-2982062,Lance,Eagar,1981-05-09,male,Accounting,125672,2020-04-22,NULL,,Hybrid,NULL,NULL,42
96-3078117,Tadeo,Hinrichs,1992-09-16,male,Accounting,165634,2012-02-05,NULL,,Remote,NULL,NULL,31
96-3179493,Ilyse,Ovendon,2000-08-11,male,Services,77749,2001-03-29,NULL,,Remote,NULL,NULL,23
96-3241401,Emmy,Vertigan,1968-10-15,male,Engineering,96806,2007-11-21,NULL,,Hybrid,NULL,NULL,55
96-3260274,Rodolph,Bratt,2000-11-04,female,"Human Resources",183407,2017-01-05,NULL,,Hybrid,NULL,NULL,23
96-3285430,Rochester,Boyack,1966-01-25,male,Engineering,135588,2013-04-10,NULL,,Hybrid,NULL,NULL,57
96-3292943,Greer,Leckenby,1985-12-08,female,Accounting,69016,2013-05-19,NULL,,Hybrid,NULL,NULL,37
96-3328833,Launce,Worsnup,1988-11-13,female,Accounting,141872,2013-04-30,NULL,,Remote,NULL,NULL,35
96-3372607,Jewelle,Instrell,1982-04-20,female,Legal,114837,2006-10-08,NULL,,Remote,NULL,NULL,41
96-3406158,Ardith,Ivermee,1985-03-19,male,Accounting,175440,2005-10-04,NULL,,Remote,NULL,NULL,38
96-3423952,Reube,Blaiklock,1973-06-05,male,Sales,172561,2013-01-25,NULL,,Remote,NULL,NULL,50
96-3440506,Salvador,McGuigan,1996-12-27,male,Engineering,77163,2012-02-25,NULL,,Remote,NULL,NULL,26
96-3514249,Roxi,Wylam,1972-01-09,female,"Human Resources",84142,2019-03-03,NULL,,Remote,NULL,NULL,51
96-3525092,Fanni,Rashleigh,1966-05-12,male,"Research and Development",140047,2012-09-25,NULL,,Remote,NULL,NULL,57
96-3537536,Kristal,Taveriner,1984-08-31,female,Engineering,164926,2014-12-06,NULL,,Remote,NULL,NULL,39
96-3546204,Anabel,Dictus,1991-12-29,male,"Product Management",119054,2014-07-29,"2031-06-08 08:55:43",,Remote,2031-06-08,08:55:43,31
96-3548788,Karney,Shimmings,1986-06-05,male,Engineering,72577,2004-08-14,NULL,,Hybrid,NULL,NULL,37
96-3605179,Turner,Waiting,1988-06-21,female,Training,180171,2009-01-14,NULL,,Remote,NULL,NULL,35
96-3675632,Chelsy,Schuricht,1974-09-28,male,Accounting,85108,2000-12-06,NULL,,Remote,NULL,NULL,49
96-3716900,Dimitri,McQuaker,1988-11-29,female,Engineering,99576,2003-03-29,NULL,,Hybrid,NULL,NULL,35
96-3758141,Mathew,Keyson,1991-07-31,male,Engineering,133612,2001-12-17,"2002-04-27 14:46:02",,Remote,2002-04-27,14:46:02,32
